HOUSE NUMBER,STREET,ZIPCODE,PROPERTY CLASS CODE DESCRIPTION,FRONT,DEPTH,HOUSE NUMBER STREET ZIPCODE
1133,KENSINGTON,14215,DOWNTOWN ROW TYPE (DETACHED),35.00,105.00,1133 KENSINGTON 14215
76,NAVEL,14211,TWO FAMILY DWELLING,30.00,115.00,76 NAVEL 14211
19,NAVEL,14211,RESIDENTIAL VACANT LAND,30.00,120.00,19 NAVEL 14211
31,NAVEL,14211,ONE FAMILY DWELLING,30.00,120.00,31 NAVEL 14211
1241,KENSINGTON,14215,ONE FAMILY DWELLING,32.00,105.00,1241 KENSINGTON 14215
33,NAVEL,14211,ONE FAMILY DWELLING,30.00,120.00,33 NAVEL 14211
1279,KENSINGTON,14215,ONE FAMILY DWELLING,32.00,105.00,1279 KENSINGTON 14215
49,NAVEL,14211,ONE FAMILY DWELLING,30.00,120.00,49 NAVEL 14211
41,DORRIS,14215,RESIDENTIAL VACANT LAND,30.00,120.00,41 DORRIS 14215
2,HURLOCK,14211,RESIDENTIAL VACANT LAND,30.00,117.00,2 HURLOCK 14211
37,NEWBURGH,14211,ONE FAMILY DWELLING,30.00,110.00,37 NEWBURGH 14211
95,NEWBURGH,14211,ONE FAMILY DWELLING,45.00,101.00,95 NEWBURGH 14211
159,NEWBURGH,14211,TWO FAMILY DWELLING,30.00,93.00,159 NEWBURGH 14211
16,HURLOCK,14211,RESIDENTIAL VACANT LAND,30.00,117.00,16 HURLOCK 14211
20,HURLOCK,14211,RESIDENTIAL VACANT LAND,30.00,117.00,20 HURLOCK 14211
29,HURLOCK,14211,RESIDENTIAL VACANT LAND,30.00,117.00,29 HURLOCK 14211
191,NEWBURGH,14215,ONE FAMILY DWELLING,32.00,102.00,191 NEWBURGH 14215
44,KERMIT,14215,ONE FAMILY DWELLING,30.00,170.00,44 KERMIT 14215
243,NEWBURGH,14215,ONE FAMILY DWELLING,30.00,102.00,243 NEWBURGH 14215
249,NEWBURGH,14215,TWO FAMILY DWELLING,30.00,102.00,249 NEWBURGH 14215
50,LANGMEYER,14215,RESIDENTIAL VACANT LAND,30.00,120.00,50 LANGMEYER 14215
52,NEWBURGH,14211,TWO FAMILY DWELLING,30.00,110.00,52 NEWBURGH 14211
98,NEWBURGH,14211,TWO FAMILY DWELLING,40.00,106.00,98 NEWBURGH 14211
102,NEWBURGH,14211,ONE FAMILY DWELLING,40.00,108.00,102 NEWBURGH 14211
122,NEWBURGH,14211,ONE FAMILY DWELLING,32.00,108.00,122 NEWBURGH 14211
190,NEWBURGH,14215,ONE FAMILY DWELLING,32.00,104.00,190 NEWBURGH 14215
560,LA SALLE,14215,ONE FAMILY DWELLING,30.00,131.00,560 LA SALLE 14215
24,PERSIA,14211,TWO FAMILY DWELLING,30.00,121.00,24 PERSIA 14211
69,POPLAR,14211,TWO FAMILY DWELLING,30.00,146.00,69 POPLAR 14211
65,EDISON,14215,COM VAC W/IMP,60.00,124.00,65 EDISON 14215
608,LA SALLE,14215,ONE FAMILY DWELLING,30.00,128.00,608 LA SALLE 14215
79,POPLAR,14211,ONE FAMILY DWELLING,30.00,146.00,79 POPLAR 14211
29,KILHOFFER,14211,RESIDENTIAL VACANT LAND,30.00,108.00,29 KILHOFFER 14211
113,POPLAR,14211,ONE FAMILY DWELLING,31.00,146.00,113 POPLAR 14211
27,ROEBLING,14215,TWO FAMILY DWELLING,30.00,100.00,27 ROEBLING 14215
31,ROEBLING,14215,ONE FAMILY DWELLING,30.00,100.00,31 ROEBLING 14215
589,LA SALLE,14215,ONE FAMILY DWELLING,30.00,107.00,589 LA SALLE 14215
35,ROEBLING,14215,ONE FAMILY DWELLING,30.00,100.00,35 ROEBLING 14215
105,ROEBLING,14215,ONE FAMILY DWELLING,30.00,100.00,105 ROEBLING 14215
11,DECKER,14215,ONE FAMILY DWELLING,35.00,127.00,11 DECKER 14215
23,DECKER,14215,ONE FAMILY DWELLING,35.00,127.00,23 DECKER 14215
115,ROEBLING,14215,ONE FAMILY DWELLING,30.00,100.00,115 ROEBLING 14215
35,ROGERS,14211,COMMERCIAL VACANT LAND,60.00,102.00,35 ROGERS 14211
36,ROGERS,14211,ONE FAMILY DWELLING,30.00,101.00,36 ROGERS 14211
44,ROGERS,14211,MULTIPLE RESIDENCES,30.00,101.00,44 ROGERS 14211
205,ROSLYN,14215,ONE FAMILY DWELLING,30.00,100.00,205 ROSLYN 14215
465,KOONS,14211,RESIDENTIAL VACANT LAND,28.50,101.00,465 KOONS 14211
229,ROSLYN,14215,TWO FAMILY DWELLING,30.00,100.00,229 ROSLYN 14215
471,KOONS,14211,RESIDENTIAL VACANT LAND,30.00,101.00,471 KOONS 14211
304,KOONS,14211,RESIDENTIAL VACANT LAND,30.00,113.00,304 KOONS 14211
314,KOONS,14211,RESIDENTIAL VACANT LAND,30.00,113.00,314 KOONS 14211
259,ROSLYN,14215,ONE FAMILY DWELLING,30.00,100.00,259 ROSLYN 14215
34,ROSLYN,14211,ONE FAMILY DWELLING,30.00,110.00,34 ROSLYN 14211
192,ROSLYN,14215,TWO FAMILY DWELLING,30.00,100.00,192 ROSLYN 14215
13,LANSDALE,14211,RESIDENTIAL VACANT LAND,30.00,124.00,13 LANSDALE 14211
29,LANSDALE,14211,RESIDENTIAL VACANT LAND,30.00,107.00,29 LANSDALE 14211
270,ROSLYN,14215,ONE FAMILY DWELLING,30.00,100.00,270 ROSLYN 14215
272,ROSLYN,14215,ONE FAMILY DWELLING,30.00,100.00,272 ROSLYN 14215
54,MAPLERIDGE,14215,ONE FAMILY DWELLING,35.00,104.00,54 MAPLERIDGE 14215
69,SATTLER,14211,RESIDENTIAL VACANT LAND,30.00,113.00,69 SATTLER 14211
101,SATTLER,14211,TWO FAMILY DWELLING,32.00,113.00,101 SATTLER 14211
243,MAY,14211,RESIDENTIAL VACANT LAND,31.00,101.00,243 MAY 14211
830,DELAVAN EAST,14215,RESIDENTIAL VACANT LAND,40.31,132.00,830 DELAVAN EAST 14215
70,SATTLER,14211,RESIDENTIAL VACANT LAND,30.00,114.00,70 SATTLER 14211
82,SATTLER,14211,TWO FAMILY DWELLING,30.00,114.00,82 SATTLER 14211
88,SATTLER,14211,RESIDENTIAL VACANT LAND,30.00,114.00,88 SATTLER 14211
112,SATTLER,14211,RESIDENTIAL VACANT LAND,77.42,114.00,112 SATTLER 14211
168,MAY,14211,RESIDENTIAL VACANT LAND,35.00,95.00,168 MAY 14211
120,SATTLER,14211,ONE FAMILY DWELLING,30.00,114.00,120 SATTLER 14211
41,DOMEDION SOUTH,14211,ONE FAMILY DWELLING,30.00,143.00,41 DOMEDION SOUTH 14211
47,MONTANA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,47 MONTANA 14211
151,SPRENGER,14211,TWO FAMILY DWELLING,32.00,105.00,151 SPRENGER 14211
169,SPRENGER,14211,ONE FAMILY DWELLING,30.00,105.00,169 SPRENGER 14211
199,SPRENGER,14211,ONE FAMILY DWELLING,30.00,105.00,199 SPRENGER 14211
52,SPRENGER,14211,TWO FAMILY DWELLING,30.00,174.00,52 SPRENGER 14211
154,SPRENGER,14211,TWO FAMILY DWELLING,30.00,125.00,154 SPRENGER 14211
214,SPRENGER,14211,TWO FAMILY DWELLING,30.00,125.00,214 SPRENGER 14211
59,STEWART,14211,TWO FAMILY DWELLING,30.00,162.00,59 STEWART 14211
85,STEWART,14211,TWO FAMILY DWELLING,34.00,162.00,85 STEWART 14211
32,RICHLAWN,14215,TWO FAMILY DWELLING,28.50,121.00,32 RICHLAWN 14215
70,MONTANA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,70 MONTANA 14211
76,MONTANA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,76 MONTANA 14211
142,RODNEY,14214,TWO FAMILY DWELLING,30.00,111.00,142 RODNEY 14214
275,SUMNER,14211,TWO FAMILY DWELLING,30.00,105.00,275 SUMNER 14211
80,MONTANA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,80 MONTANA 14211
136,MONTANA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,136 MONTANA 14211
287,SUMNER,14211,RESIDENTIAL VACANT LAND,30.00,103.00,287 SUMNER 14211
142,MONTANA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,142 MONTANA 14211
75,HARRIETT,14215,RESIDENTIAL VACANT LAND,30.00,133.00,75 HARRIETT 14215
260,SUMNER,14211,ONE FAMILY DWELLING,30.00,115.00,260 SUMNER 14211
21,MOSELLE,14211,RESIDENTIAL VACANT LAND,30.00,105.00,21 MOSELLE 14211
182,TEXAS,14215,TWO FAMILY DWELLING,43.33,101.00,182 TEXAS 14215
200,TEXAS,14215,ONE FAMILY DWELLING,43.33,101.00,200 TEXAS 14215
25,THEODORE,14211,ONE FAMILY DWELLING,30.00,115.00,25 THEODORE 14211
69,THEODORE,14211,ONE FAMILY DWELLING,30.00,115.00,69 THEODORE 14211
203,MOSELLE,14211,RESIDENTIAL VACANT LAND,30.00,70.00,203 MOSELLE 14211
143,THEODORE,14211,TWO FAMILY DWELLING,30.00,125.00,143 THEODORE 14211
163,THEODORE,14211,TWO FAMILY DWELLING,30.00,125.00,163 THEODORE 14211
273,MOSELLE,14211,RESIDENTIAL VACANT LAND,30.00,105.00,273 MOSELLE 14211
74,THEODORE,14211,ONE FAMILY DWELLING,30.00,105.00,74 THEODORE 14211
277,MOSELLE,14211,RESIDENTIAL VACANT LAND,30.00,105.00,277 MOSELLE 14211
642,WALDEN,14211,DOWNTOWN ROW TYPE (DETACHED),33.65,125.00,642 WALDEN 14211
706,WALDEN,14211,ONE FAMILY DWELLING,30.00,111.00,706 WALDEN 14211
822,WALDEN,14211,"SNACK BARS,DRIVE-INS,ICE CREAM BARS",177.80,122.00,822 WALDEN 14211
357,MOSELLE,14211,RESIDENTIAL VACANT LAND,30.00,105.00,357 MOSELLE 14211
950,WALDEN,14211,TWO FAMILY DWELLING,41.48,142.00,950 WALDEN 14211
27,WARRING,14211,ONE FAMILY DWELLING,30.00,97.00,27 WARRING 14211
38,WARRING,14211,RESIDENTIAL VACANT LAND,32.27,112.00,38 WARRING 14211
40,WARRING,14211,RESIDENTIAL VACANT LAND,32.27,100.00,40 WARRING 14211
31,WEBER,14215,TWO FAMILY DWELLING,30.00,133.00,31 WEBER 14215
375,NEWBURGH,14215,TWO FAMILY DWELLING,35.00,185.00,375 NEWBURGH 14215
111,WEBER,14215,ONE FAMILY DWELLING,35.00,133.00,111 WEBER 14215
86,WEBER,14215,TWO FAMILY DWELLING,30.00,133.00,86 WEBER 14215
108,WEBER,14215,TWO FAMILY DWELLING,35.00,133.00,108 WEBER 14215
326,MOSELLE,14211,RESIDENTIAL VACANT LAND,30.00,112.00,326 MOSELLE 14211
165,WECKER,14215,TWO FAMILY DWELLING,30.00,115.00,165 WECKER 14215
344,MOSELLE,14211,RESIDENTIAL VACANT LAND,28.00,112.00,344 MOSELLE 14211
289,HAZELWOOD,14215,RESIDENTIAL VACANT LAND,30.00,126.00,289 HAZELWOOD 14215
169,WECKER,14215,TWO FAMILY DWELLING,30.00,115.00,169 WECKER 14215
211,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,211 HOLDEN 14214
238,WOOD,14211,ONE FAMILY DWELLING,30.00,100.00,238 WOOD 14211
268,WOOD,14211,TWO FAMILY DWELLING,31.00,100.00,268 WOOD 14211
13,ZELMER,14211,THREE FAMILY DWELLING,30.00,100.00,13 ZELMER 14211
21,ZELMER,14211,TWO FAMILY DWELLING,30.00,102.00,21 ZELMER 14211
239,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,239 HOLDEN 14214
23,NEVADA,14211,RESIDENTIAL VACANT LAND,30.00,104.00,23 NEVADA 14211
380,NORFOLK,14215,ONE FAMILY DWELLING,35.00,125.00,380 NORFOLK 14215
83,ZELMER,14211,ONE FAMILY DWELLING,30.00,116.00,83 ZELMER 14211
119,ZELMER,14211,ONE FAMILY DWELLING,30.00,125.00,119 ZELMER 14211
105,NEVADA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,105 NEVADA 14211
18,ZELMER,14211,ONE FAMILY DWELLING,30.00,115.00,18 ZELMER 14211
152,ZELMER,14211,TWO FAMILY DWELLING,32.00,126.00,152 ZELMER 14211
146,NEVADA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,146 NEVADA 14211
152,NEVADA,14211,RESIDENTIAL VACANT LAND,30.00,105.00,152 NEVADA 14211
279,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,279 HOLDEN 14214
158,ZELMER,14211,ONE FAMILY DWELLING,30.00,126.00,158 ZELMER 14211
160,ZELMER,14211,ONE FAMILY DWELLING,30.00,126.00,160 ZELMER 14211
283,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,283 HOLDEN 14214
874,NORTHLAND,14215,TWO FAMILY DWELLING,30.00,126.00,874 NORTHLAND 14215
287,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,287 HOLDEN 14214
172,ZELMER,14211,ONE FAMILY DWELLING,30.00,126.30,172 ZELMER 14211
295,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,295 HOLDEN 14214
331,HEWITT,14215,TWO FAMILY DWELLING,30.00,110.00,331 HEWITT 14215
303,HOLDEN,14214,RESIDENTIAL VACANT LAND,5.00,18.00,303 HOLDEN 14214
100,ARMBRUSTER,14212,RESIDENTIAL VACANT LAND,30.00,198.00,100 ARMBRUSTER 14212
42,ASHLEY,14212,TWO FAMILY DWELLING,30.00,110.00,42 ASHLEY 14212
52,ASHLEY,14212,DOWNTOWN ROW TYPE (DETACHED),30.00,110.00,52 ASHLEY 14212
222,HILL,14214,RESIDENTIAL VACANT LAND,16.50,18.00,222 HILL 14214
80,ASHLEY,14212,DOWNTOWN ROW TYPE (DETACHED),33.00,110.00,80 ASHLEY 14212
92,ASHLEY,14212,TWO FAMILY DWELLING,33.00,110.00,92 ASHLEY 14212
226,HILL,14214,RESIDENTIAL VACANT LAND,16.50,18.00,226 HILL 14214
124,ASHLEY,14212,THREE FAMILY DWELLING,33.00,110.00,124 ASHLEY 14212
230,HILL,14214,RESIDENTIAL VACANT LAND,16.50,18.00,230 HILL 14214
128,ASHLEY,14212,TWO FAMILY DWELLING,33.00,110.00,128 ASHLEY 14212
140,ASHLEY,14212,ONE FAMILY DWELLING,26.82,110.00,140 ASHLEY 14212
71,ASHLEY,14212,TWO FAMILY DWELLING,38.51,110.00,71 ASHLEY 14212
19,RAPIN,14211,RESIDENTIAL VACANT LAND,35.00,95.00,19 RAPIN 14211
81,ASHLEY,14212,THREE FAMILY DWELLING,33.00,110.00,81 ASHLEY 14212
107,ASHLEY,14212,TWO FAMILY DWELLING,33.00,110.00,107 ASHLEY 14212
115,ASHLEY,14212,TWO FAMILY DWELLING,33.00,110.00,115 ASHLEY 14212
12,RUSTIC,14211,RESIDENTIAL VACANT LAND,30.00,101.00,12 RUSTIC 14211
221,ASHLEY,14212,RESIDENTIAL VACANT LAND,27.40,120.00,221 ASHLEY 14212
223,ASHLEY,14212,THREE FAMILY DWELLING,31.60,120.00,223 ASHLEY 14212
1178,BAILEY,14206,ONE FAMILY DWELLING,60.00,250.00,1178 BAILEY 14206
1310,BAILEY,14206,MULTIPLE RESIDENCES,60.00,125.00,1310 BAILEY 14206
96,OLYMPIC,14215,RESIDENTIAL VACANT LAND,30.00,115.00,96 OLYMPIC 14215
1610,BAILEY,14212,AUTO BODY AND TIRE SHOPS,48.00,110.00,1610 BAILEY 14212
127,ST LOUIS AVE,14211,RESIDENTIAL VACANT LAND,30.00,108.00,127 ST LOUIS AVE 14211
1650,BAILEY,14212,TWO FAMILY DWELLING,30.00,108.00,1650 BAILEY 14212
1794,BAILEY,14211,TWO FAMILY DWELLING,30.00,123.00,1794 BAILEY 14211
137,ST LOUIS AVE,14211,RESIDENTIAL VACANT LAND,33.22,119.00,137 ST LOUIS AVE 14211
111,BAITZ,14206,TWO FAMILY DWELLING,30.00,129.33,111 BAITZ 14206
1296,BROADWAY,14212,DOWNTOWN ROW TYPE (DETACHED),32.79,114.00,1296 BROADWAY 14212
410,OLYMPIC,14215,ONE FAMILY DWELLING,32.00,120.00,410 OLYMPIC 14215
1315,BROADWAY,14212,RESIDENCE WITH COMMERCIAL USE,33.67,0.00,1315 BROADWAY 14212
171,VICTORIA,14214,TWO FAMILY DWELLING,30.00,115.00,171 VICTORIA 14214
440,OLYMPIC,14215,TWO FAMILY DWELLING,35.00,120.00,440 OLYMPIC 14215
1387,BROADWAY,14212,DOWNTOWN ROW TYPE (DETACHED),25.80,0.00,1387 BROADWAY 14212
193,HAZELWOOD,14215,RESIDENTIAL VACANT LAND,31.00,126.00,193 HAZELWOOD 14215
291,HAZELWOOD,14215,RESIDENTIAL VACANT LAND,30.56,126.00,291 HAZELWOOD 14215
1491,BROADWAY,14212,DOWNTOWN ROW TYPE (DETACHED),33.40,0.00,1491 BROADWAY 14212
1603,BROADWAY,14212,DOWNTOWN ROW TYPE (DETACHED),33.00,103.00,1603 BROADWAY 14212
51,BROWNELL,14212,TWO FAMILY DWELLING,33.50,115.00,51 BROWNELL 14212
86,SCHUELE,14215,RESIDENTIAL VACANT LAND,29.50,140.00,86 SCHUELE 14215
55,BROWNELL,14212,TWO FAMILY DWELLING,33.35,115.00,55 BROWNELL 14212
188,SCHUELE,14215,RESIDENTIAL VACANT LAND,30.00,140.00,188 SCHUELE 14215
71,PEMBROKE,14215,ONE FAMILY DWELLING,35.00,101.00,71 PEMBROKE 14215
69,BROWNELL,14212,ONE FAMILY DWELLING,30.00,115.00,69 BROWNELL 14212
192,SCHUELE,14215,RESIDENTIAL VACANT LAND,30.00,140.00,192 SCHUELE 14215
101,BROWNELL,14212,TWO FAMILY DWELLING,30.00,115.00,101 BROWNELL 14212
40,DREXEL,14214,RESIDENTIAL VACANT LAND,33.00,105.00,40 DREXEL 14214
90,BRYSON,14212,TWO FAMILY DWELLING,134.00,0.00,90 BRYSON 14212
103,CENTRAL,14206,ONE FAMILY DWELLING,60.00,120.00,103 CENTRAL 14206
220,CENTRAL,14206,COMMERCIAL VACANT LAND,120.00,59.03,220 CENTRAL 14206
1301,KENSINGTON,14215,RESIDENTIAL VACANT LAND,30.00,105.00,1301 KENSINGTON 14215
123,STEVENS,14215,RESIDENTIAL VACANT LAND,31.00,100.00,123 STEVENS 14215
1206,CLINTON,14206,MANUFACTURING & PROCESSING,90.00,122.50,1206 CLINTON 14206
1232,CLINTON,14206,THREE FAMILY DWELLING,32.00,120.00,1232 CLINTON 14206
1240,CLINTON,14206,ONE FAMILY DWELLING,32.00,120.00,1240 CLINTON 14206
173,PHYLLIS,14215,ONE FAMILY DWELLING,31.00,105.00,173 PHYLLIS 14215
1270,CLINTON,14206,DOWNTOWN ROW TYPE (DETACHED),32.33,120.00,1270 CLINTON 14206
273,STEVENS,14215,ONE FAMILY DWELLING,30.00,100.00,273 STEVENS 14215
40,PROCTOR,14215,ONE FAMILY DWELLING,35.00,116.00,40 PROCTOR 14215
21,CONCORD,14212,ONE FAMILY DWELLING,30.00,100.00,21 CONCORD 14212
420,CURTISS,14212,RESIDENTIAL VACANT LAND,33.33,115.00,420 CURTISS 14212
19,DESHLER,14212,ONE FAMILY DWELLING,30.00,125.00,19 DESHLER 14212
53,DESHLER,14212,TWO FAMILY DWELLING,30.00,125.00,53 DESHLER 14212
61,DESHLER,14212,TWO FAMILY DWELLING,30.00,125.00,61 DESHLER 14212
29,LANGMEYER,14215,RESIDENTIAL VACANT LAND,30.00,120.00,29 LANGMEYER 14215
62,DESHLER,14212,ONE FAMILY DWELLING,31.20,115.00,62 DESHLER 14212
276,WALDEN,14211,RESIDENTIAL VACANT LAND,35.00,120.00,276 WALDEN 14211
49,FAY,14211,TWO FAMILY DWELLING,30.00,123.00,49 FAY 14211
103,FAY,14211,ONE FAMILY DWELLING,35.00,123.00,103 FAY 14211
52,FAY,14211,ONE FAMILY DWELLING,30.00,123.00,52 FAY 14211
90,FAY,14211,ONE FAMILY DWELLING,35.00,123.00,90 FAY 14211
16,FEDERAL,14215,RESIDENTIAL VACANT LAND,30.00,122.00,16 FEDERAL 14215
100,FAY,14211,TWO FAMILY DWELLING,35.00,123.00,100 FAY 14211
11,WASMUTH,14211,RESIDENTIAL VACANT LAND,30.00,105.00,11 WASMUTH 14211
77,ROOSEVELT,14215,ONE FAMILY DWELLING,44.70,66.30,77 ROOSEVELT 14215
104,FAY,14211,ONE FAMILY DWELLING,35.00,123.00,104 FAY 14211
37,WASMUTH,14211,RESIDENTIAL VACANT LAND,30.00,105.00,37 WASMUTH 14211
55,GATCHELL,14212,TWO FAMILY DWELLING,30.00,110.00,55 GATCHELL 14212
91,GATCHELL,14212,TWO FAMILY DWELLING,30.00,110.00,91 GATCHELL 14212
102,GATCHELL,14212,TWO FAMILY DWELLING,30.00,110.00,102 GATCHELL 14212
81,WASMUTH,14211,RESIDENTIAL VACANT LAND,30.00,105.00,81 WASMUTH 14211
77,ALMA,14215,RESIDENTIAL VACANT LAND,30.00,120.00,77 ALMA 14215
7,GENEVA,14212,ONE FAMILY DWELLING,30.00,100.00,7 GENEVA 14212
74,WASMUTH,14211,RESIDENTIAL VACANT LAND,30.00,105.00,74 WASMUTH 14211
76,WASMUTH,14211,RESIDENTIAL VACANT LAND,30.00,105.00,76 WASMUTH 14211
127,GITTERE,14211,TWO FAMILY DWELLING,27.68,107.07,127 GITTERE 14211
113,GOODYEAR,14212,ONE FAMILY DWELLING,30.00,97.00,113 GOODYEAR 14212
121,GOODYEAR,14212,RESIDENTIAL VACANT LAND,30.00,97.00,121 GOODYEAR 14212
149,WENDE,14211,RESIDENTIAL VACANT LAND,30.00,100.00,149 WENDE 14211
88,GOODYEAR,14212,ONE FAMILY DWELLING,30.00,97.00,88 GOODYEAR 14212
42,GRIMES,14212,TWO FAMILY DWELLING,30.00,110.00,42 GRIMES 14212
148,WENDE,14211,RESIDENTIAL VACANT LAND,30.00,110.00,148 WENDE 14211
80,GRIMES,14212,TWO FAMILY DWELLING,33.00,110.00,80 GRIMES 14212
64,HILTON,14212,TWO FAMILY DWELLING,30.00,100.00,64 HILTON 14212
74,HILTON,14212,TWO FAMILY DWELLING,30.00,100.00,74 HILTON 14212
27,HIRSCHBECK,14212,ONE FAMILY DWELLING,30.00,110.00,27 HIRSCHBECK 14212
127,APPENHEIMER,14214,ONE FAMILY DWELLING,34.00,249.00,127 APPENHEIMER 14214
31,HIRSCHBECK,14212,TWO FAMILY DWELLING,30.00,110.00,31 HIRSCHBECK 14212
47,HIRSCHBECK,14212,RESIDENTIAL VACANT LAND,30.00,110.00,47 HIRSCHBECK 14212
51,HIRSCHBECK,14212,RESIDENTIAL VACANT LAND,30.00,110.00,51 HIRSCHBECK 14212
109,HIRSCHBECK,14212,ONE FAMILY DWELLING,30.00,110.00,109 HIRSCHBECK 14212
48,HIRSCHBECK,14212,ONE FAMILY DWELLING,30.00,110.00,48 HIRSCHBECK 14212
60,HIRSCHBECK,14212,TWO FAMILY DWELLING,30.00,110.00,60 HIRSCHBECK 14212
126,HIRSCHBECK,14212,RESIDENTIAL VACANT LAND,30.00,110.00,126 HIRSCHBECK 14212
499,SHIRLEY,14215,ONE FAMILY DWELLING,30.00,108.00,499 SHIRLEY 14215
606,HOWARD,14206,TWO FAMILY DWELLING,30.00,150.00,606 HOWARD 14206
149,ZENNER,14211,ONE FAMILY DWELLING,30.00,110.00,149 ZENNER 14211
616,HOWARD,14206,OTHER STORAGE & WAREHOUSE FACILITIES,94.00,150.00,616 HOWARD 14206
467,HOWARD,14206,MANUFACTURING & PROCESSING,85.00,250.00,467 HOWARD 14206
80,LANGMEYER,14215,RESIDENTIAL VACANT LAND,52.00,120.00,80 LANGMEYER 14215
7,LANGMEYER,14215,RESIDENTIAL VACANT LAND,57.97,0.00,7 LANGMEYER 14215
72,ZENNER,14211,RESIDENTIAL VACANT LAND,31.00,108.00,72 ZENNER 14211
26,JONES,14206,TWO FAMILY DWELLING,30.00,105.00,26 JONES 14206
115,HOLDEN,14214,TWO FAMILY DWELLING,30.00,60.00,115 HOLDEN 14214
58,JONES,14206,TWO FAMILY DWELLING,30.00,105.00,58 JONES 14206
216,HILL,14214,RESIDENTIAL VACANT LAND,16.50,58.17,216 HILL 14214
25,KLAUS,14206,ONE FAMILY DWELLING,29.00,105.00,25 KLAUS 14206
55,KOONS,14212,ONE FAMILY DWELLING,30.00,95.00,55 KOONS 14212
2736,BAILEY,14215,ONE STORY SMALL STRUCTURE,64.00,128.00,2736 BAILEY 14215
15,KRUPP,14212,RESIDENTIAL VACANT LAND,30.00,105.15,15 KRUPP 14212
69,KRUPP,14212,TWO FAMILY DWELLING,30.00,106.05,69 KRUPP 14212
121,KRUPP,14212,ONE FAMILY DWELLING,30.00,106.80,121 KRUPP 14212
137,KRUPP,14212,TWO FAMILY DWELLING,30.00,0.00,137 KRUPP 14212
72,KRUPP,14212,RESIDENTIAL VACANT LAND,30.00,107.30,72 KRUPP 14212
212,BAKOS BLVD,14211,ONE FAMILY DWELLING,67.00,102.00,212 BAKOS BLVD 14211
45,MCCARTHY,14211,ONE FAMILY DWELLING,89.70,103.00,45 MCCARTHY 14211
46,MCCARTHY,14211,ONE FAMILY DWELLING,68.70,102.00,46 MCCARTHY 14211
163,LEWIS,14206,DOWNTOWN ROW TYPE (DETACHED),34.00,120.00,163 LEWIS 14206
179,LEWIS,14206,ONE FAMILY DWELLING,34.00,120.00,179 LEWIS 14206
89,LIDDELL,14212,TWO FAMILY DWELLING,40.00,104.00,89 LIDDELL 14212
12,LIDDELL,14212,APARTMENT,30.00,109.00,12 LIDDELL 14212
62,LIDDELL,14212,TWO FAMILY DWELLING,30.00,107.00,62 LIDDELL 14212
189,WESTMINSTER,14215,TWO FAMILY DWELLING,30.00,105.00,189 WESTMINSTER 14215
161,BRINKMAN,14211,RESIDENTIAL VACANT LAND,30.00,115.00,161 BRINKMAN 14211
175,BRINKMAN,14211,TWO FAMILY DWELLING,30.00,115.00,175 BRINKMAN 14211
122,LIDDELL,14212,TWO FAMILY DWELLING,30.00,107.00,122 LIDDELL 14212
132,LIDDELL,14212,TWO FAMILY DWELLING,30.00,107.00,132 LIDDELL 14212
614,MINNESOTA,14215,RESIDENTIAL VACANT LAND,33.00,130.00,614 MINNESOTA 14215
136,LIDDELL,14212,TWO FAMILY DWELLING,30.00,107.00,136 LIDDELL 14212
910,LOVEJOY,14206,ONE FAMILY DWELLING,32.60,30.00,910 LOVEJOY 14206
92,MANITOBA,14206,OTHER STORAGE & WAREHOUSE FACILITIES,64.66,120.00,92 MANITOBA 14206
103,MANITOBA,14206,OTHER STORAGE & WAREHOUSE FACILITIES,89.50,136.00,103 MANITOBA 14206
73,MAY,14211,ONE FAMILY DWELLING,30.00,123.00,73 MAY 14211
205,WESTON,14215,ONE FAMILY DWELLING,42.99,110.00,205 WESTON 14215
79,MAY,14211,ONE FAMILY DWELLING,30.00,123.00,79 MAY 14211
109,WILKES,14215,RESIDENTIAL VACANT LAND,30.00,135.00,109 WILKES 14215
113,WILKES,14215,TWO FAMILY DWELLING,30.00,135.00,113 WILKES 14215
107,MAY,14211,ONE FAMILY DWELLING,50.00,123.00,107 MAY 14211
94,MAY,14211,ONE FAMILY DWELLING,30.00,123.00,94 MAY 14211
27,METCALFE,14206,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS,70.00,105.00,27 METCALFE 14206
155,METCALFE,14206,TWO FAMILY DWELLING,30.00,0.00,155 METCALFE 14206
168,METCALFE,14206,TWO FAMILY DWELLING,30.00,115.00,168 METCALFE 14206
137,MILBURN,14212,TWO FAMILY DWELLING,30.00,132.00,137 MILBURN 14212
